35588;8739;11;65.00;2;130.00
35589;8739;18;50.00;2;100.00
35590;8739;20;38.00;1;38.00
35591;8740;12;47.00;2;94.00
35592;8740;13;47.00;2;94.00
35593;8741;11;65.00;2;130.00
35594;8741;5;56.50;1;56.50
35595;8742;11;65.00;1;65.00
35596;8742;23;22.50;2;45.00
35597;8742;1098;14.00;2;28.00
35608;8750;11;65.00;1;65.00
35609;8750;36;31.00;1;31.00
35610;8750;5;56.50;1;56.50
35611;8751;11;65.00;1;65.00
35612;8751;8;84.00;1;84.00
35613;8752;11;65.00;1;65.00
35615;8754;71;135.00;1;135.00
35616;8754;5;58.00;1;58.00
32767;8521;5;56.50;10;565.00
32768;8521;4;60.00;10;600.00
32769;8521;71;130.00;1;130.00
32770;8521;89;12.00;10;120.00
32771;8522;6;134.50;1;134.50
32772;8522;31;11.00;1;11.00
32773;8522;1098;14.00;1;14.00
33572;8544;36;31.00;1;31.00
33573;8545;31;11.00;1;11.00
33574;8545;23;22.50;1;22.50
33575;8545;72;9.50;1;9.50
33576;8546;11;64.00;2;128.00
33577;8546;73;65.00;1;65.00
33578;8546;23;22.50;1;22.50
33579;8547;23;22.50;2;45.00
33580;8547;1098;14.00;3;42.00
33581;8548;11;64.00;1;64.00
33582;8548;23;22.50;1;22.50
33583;8549;11;64.00;2;128.00
33584;8550;11;64.00;1;64.00
33585;8551;11;64.00;1;64.00
33586;8552;11;64.00;1;64.00
33587;8553;11;64.00;3;192.00
33607;8563;5;56.50;5;282.50
33608;8563;4;60.00;1;60.00
33609;8564;23;22.50;3;67.50
33610;8565;11;64.00;1;64.00
33611;8565;36;31.00;1;31.00
34715;8678;1098;14.00;2;28.00
34770;8698;18;50.00;6;300.00
34771;8698;22;38.00;2;76.00
34772;8698;19;38.00;1;38.00
34773;8698;20;38.00;1;38.00
34774;8698;26;39.00;3;117.00
34775;8698;36;31.00;1;31.00
34776;8698;71;130.00;1;130.00
34777;8698;13;46.00;3;138.00
34778;8698;12;45.00;5;225.00
35545;8722;11;65.00;1;65.00
35617;8754;4;62.00;1;62.00
35618;8754;26;39.00;1;39.00
35619;8755;4;60.00;10;600.00
35620;8755;5;56.50;8;452.00
35621;8755;47;170.00;1;170.00
35622;8755;71;130.00;3;390.00
35623;8755;15;66.00;1;66.00
35624;8755;18;50.00;1;50.00
35625;8755;22;38.00;1;38.00
35626;8755;89;12.00;6;72.00
35627;8755;12;45.00;1;45.00
35628;8755;13;46.00;1;46.00
35662;8766;4;62.00;2;124.00
35663;8766;5;58.00;2;116.00
35664;8766;11;67.00;1;67.00
35665;8766;56;26.00;1;26.00
35666;8767;11;65.00;2;130.00
35667;8767;23;22.50;1;22.50
35668;8767;4;60.00;1;60.00
35669;8768;19;38.00;1;38.00
35642;8760;4;62.00;2;124.00
35643;8760;5;58.00;1;58.00
35644;8760;89;12.00;1;12.00
35645;8761;4;62.00;3;186.00
35646;8761;5;58.00;2;116.00
35647;8761;12;47.00;2;94.00
35648;8762;4;62.00;2;124.00
35649;8762;5;58.00;1;58.00
35650;8763;12;45.00;3;135.00
35651;8763;4;60.00;1;60.00
35670;8768;20;38.00;1;38.00
35671;8768;4;60.00;1;60.00
35672;8768;5;56.50;1;56.50
35673;8769;89;12.00;1;12.00
35674;8770;11;65.00;1;65.00
35675;8770;19;38.00;1;38.00
35676;8771;20;38.00;1;38.00
35677;8771;19;38.00;1;38.00
35678;8771;18;50.00;1;50.00
35679;8771;5;56.50;1;56.50
35680;8771;26;39.00;1;39.00
35681;8772;11;67.00;1;67.00
35682;8773;11;67.00;1;67.00
35683;8774;54;24.00;1;24.00
35684;8774;55;25.00;1;25.00
35685;8774;64;17.00;1;17.00
35686;8774;56;26.00;1;26.00
35687;8774;49;11.00;3;33.00
35698;8777;11;65.00;2;130.00
35699;8778;11;67.00;1;67.00
35700;8779;1166;49.00;3;147.00
35701;8780;4;60.00;5;300.00
35702;8780;5;56.50;2;113.00
35703;8780;18;50.00;2;100.00
35704;8780;51;14.50;2;29.00
36523;8783;4;62.00;3;186.00
36524;8783;5;58.00;3;174.00
36525;8783;11;67.00;1;67.00
36526;8784;71;135.00;1;135.00
36528;8786;71;135.00;1;135.00
36546;8796;36;31.00;1;31.00
36547;8796;5;58.00;2;116.00
36548;8796;4;62.00;3;186.00
36552;8800;11;65.00;1;65.00
36553;8801;5;58.00;4;232.00
36554;8801;4;62.00;3;186.00
36557;8803;4;62.00;1;62.00
36566;8809;1098;14.00;5;70.00
36567;8810;4;60.00;1;60.00
36568;8810;13;46.00;1;46.00
36569;8811;12;45.00;1;45.00
36570;8811;13;46.00;1;46.00
36571;8811;4;60.00;1;60.00
36572;8812;5;58.00;2;116.00
36573;8812;89;12.00;1;12.00
37523;8813;11;67.00;1;67.00
37524;8814;49;11.00;3;33.00
37525;8814;54;24.00;2;48.00
37526;8814;55;25.00;2;50.00
37527;8814;72;9.50;2;19.00
37528;8814;61;9.50;2;19.00
